time_sequence,contributor,grant,amount,flag
4310,b3bafadea1,OrganicBlock - Redefining Urban Farming!,4.75,0
4311,b3bafadea1,EthCC by Ethereum France (Panvala League),4.75,0
4312,b3bafadea1,Commons Simulator: Reverse the Apocalypse with Economies that Fund Public Goods ,4.75,0
4313,b3bafadea1,Token Engineering Commons (Panvala League),4.75,0
4314,b3bafadea1,Trust Graphic Novel & Motion Comic,4.75,0
4315,b3bafadea1,"Trickle - Your Hourly Pay, Cryptographically Secured",4.75,0
4316,b3bafadea1,Prysm by Prysmatic Labs,4.75,0
4317,b3bafadea1,The MoonMath Manual to zk-SNARKs,4.75,0
4318,b3bafadea1,WalletConnect,4.75,0
4319,b3bafadea1,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.75,0
4320,b3bafadea1,cadCAD: Computer Aided Design for Complex Systems,4.75,0
4321,b3bafadea1,Lighthouse: Ethereum 2.0 Client,4.75,0
4322,b3bafadea1,""" Secret Garden "" —Crypto Art Exhibition for Children with Autism",4.75,0
4323,b3bafadea1,Zero Knowledge Podcast,4.75,0
4324,b3bafadea1,DeFi Dad DeFi Tutorials on YouTube and Twitter,4.75,0
4325,b3bafadea1,KERNEL Block II [Panvala League],4.75,0
4326,b3bafadea1,Ethereum Magicians,4.75,0
4327,b3bafadea1,Giveth 2.0,4.75,0
4328,b3bafadea1,StayBit,4.75,0
4329,b3bafadea1,Democracy Earth Foundation,4.75,0
4330,b3bafadea1,Conviction Voting cadCAD Model Improvements: 1Hive Luna Swarm 🐝,4.75,0
4331,b3bafadea1,Keep3r.live,4.75,0
4332,b3bafadea1,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.75,0
4333,fb76a6c5fb,"ethers.js - Complete, Simple and Tiny",5.7,0
4334,fb76a6c5fb,OpenEthereum (Ex-Parity client),5.7,0
4335,fb76a6c5fb,DeFi Safety,4.75,0
4336,fb76a6c5fb,WalletConnect,4.75,0
4337,fb76a6c5fb,BanklessFR & The Daily Gwei FR,1.9,0
4338,fb76a6c5fb,The Defiant,4.75,0
4339,fb76a6c5fb,Liquidity Vision,1.9,0
4340,fb76a6c5fb,Keep3r.live,1.9,0
4341,fb76a6c5fb,Lighthouse: Ethereum 2.0 Client,4.75,0
4342,fb76a6c5fb,Umbra:  Privacy Preserving Stealth Payments,4.75,0
4343,fb76a6c5fb,ArchiveNode.io - The Public Access Ethereum Archive Node,4.75,0
4344,fb76a6c5fb,ETH Gas.watch,3.8,0
4345,fb76a6c5fb,Hardhat (formerly Buidler) by Nomic Labs,4.75,0
4346,fb76a6c5fb,Catnip,4.75,0
4347,d0a45fb383,EthHub - Ethereum Information Hub,1.6999999999999997,0
4348,dae2a7c64b,FightPandemics⚛️,19.201814777665366,0
4349,ff734df6f7,ETH Colombia community growth 🇨🇴,0.9999999999999999,0
4350,ff734df6f7,Commons Stack Community Fund - Panvala League,0.9999999999999999,0
4351,ff734df6f7,Token Engineering Commons,0.9999999999999999,0
4352,ff734df6f7,The Commons Stack: Iteration 0,0.9999999999999999,0
4353,ff734df6f7,Grassroots Economics CIC Support - Kenya & Beyond (!Panvala League!),0.9999999999999999,0
4354,ff734df6f7,Democracy Earth Foundation,0.9999999999999999,0
4355,ff734df6f7,Pictosis: The Open Web for Digital Goods & Creative Economies,0.9999999999999999,0
4356,ff734df6f7,TokenEngineering Academy – Education for Web3 Crypto Economic System Designers,0.9999999999999999,0
4357,ff734df6f7,Conviction Voting cadCAD Model Improvements: 1Hive Luna Swarm 🐝,0.9999999999999999,0
4358,ff734df6f7,A Hitchhiker's Guide to Token Engineering,0.9999999999999999,0
4359,ff734df6f7,FightPandemics⚛️,0.9999999999999999,0
4360,ff734df6f7,Independent Ethvestigator Program,0.9999999999999999,0
4361,ff734df6f7,Giveth 2.0,0.9999999999999999,0
4362,ff734df6f7,coinosis - Earn crypto for sharing your knowledge,0.9999999999999999,0
4363,ff734df6f7,DeFi LATAM,0.9999999999999999,0
4364,ff734df6f7,Circles UBI,0.9999999999999999,0
4365,07cf0dd73d,Furucombo - Build your own DeFi legos into one transaction without knowing how to code.,4.749999999999999,0
4366,07cf0dd73d,Snapshot,4.749999999999999,0
4367,07cf0dd73d,Zapper.fi,4.749999999999999,0
4368,07cf0dd73d,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,4.749999999999999,0
4369,07cf0dd73d,WalletConnect,4.749999999999999,0
4370,07cf0dd73d,Pine Finance (ex UniswapEX v2),4.749999999999999,0
4371,07cf0dd73d,Gelato - An automation protocol for Ethereum,4.749999999999999,0
4372,a17d6a365e,"ethers.js - Complete, Simple and Tiny",5.2341164894175005,0
4373,f11e3a1aca,The Ethereum 2.0 Annotated Specification,49.99999999999999,0
4374,f11e3a1aca,POAP (Proof of Attendance Protocol),49.99999999999999,0
4375,f11e3a1aca,Fiona Kobayashi - Software Engineer,49.99999999999999,0
4376,f11e3a1aca,Yield Farming Tools,24.999999999999996,0
4377,f11e3a1aca,Snapshot,350.0,0
4378,f11e3a1aca,Rekt- The dark web of DeFi journalism,49.99999999999999,0
4379,f11e3a1aca,"ethers.js - Complete, Simple and Tiny",99.99999999999999,0
4380,f11e3a1aca,IntelliJ Solidity,19.999999999999996,0
4381,f11e3a1aca,Blockchain Threat Intelligence - Weekly Newsletter,30.0,0
4382,f11e3a1aca,wolfofethereum.eth,4.2,0
4383,f11e3a1aca,beaconcha.in - Open source Eth2 blockchain explorer,199.99999999999997,0
4384,f11e3a1aca,Feel the yearn,24.999999999999996,0
4385,f11e3a1aca,Our Network - Community Driven Analytics,49.99999999999999,0
4386,f11e3a1aca,Ethereum Magicians,199.99999999999997,0
4387,f11e3a1aca,Hardhat (formerly Buidler) by Nomic Labs,199.99999999999997,0
4388,f11e3a1aca,The Gitcoin Open Source Support Fund,4.499999999999999,0
4389,f11e3a1aca,Week in Ethereum News,4.499999999999999,0
4390,f11e3a1aca,DeFi Dad DeFi Tutorials on YouTube and Twitter,4.499999999999999,0
4391,ff734df6f7,Ethereum on ARM,0.85,0
4392,ff734df6f7,Bankless,0.85,0
4393,ff734df6f7,Nifty Ink,0.85,0
4394,ff734df6f7,clr.fund,0.85,0
4395,ff734df6f7,ETH Memes Twitter,0.85,0
4396,ff734df6f7,Cryptorado: Community Outreach & Expansion,0.85,0
4397,ff734df6f7,Prettier Solidity,0.85,0
4398,ff734df6f7,GoodGhosting - a DeFi savings game,0.85,0
4399,ff734df6f7,CryptoScamDB,0.85,0
4400,a1dd08c84e,Ethereum on ARM,0.85,0
4401,a1dd08c84e,Prettier Solidity,0.85,0
4402,a1dd08c84e,Nifty Ink,0.85,0
4403,a1dd08c84e,CryptoScamDB,0.85,0
4404,a1dd08c84e,ETH Memes Twitter,0.85,0
4405,a1dd08c84e,Bankless,0.85,0
4406,a1dd08c84e,Cryptorado: Community Outreach & Expansion,0.85,0
4407,a1dd08c84e,clr.fund,0.85,0
4408,a1dd08c84e,GoodGhosting - a DeFi savings game,0.85,0
4409,2bcf19c904,Trust Graphic Novel & Motion Comic,22.038385218600002,0
4410,2bcf19c904,""" Secret Garden "" —Crypto Art Exhibition for Children with Autism",22.038385218600002,0
4411,2bcf19c904,Crypto Law Review - Student Article Prize,22.038385218600002,0
4412,ab35fb84d1,Lighthouse: Ethereum 2.0 Client,23.75,0
4413,ab35fb84d1,Nimbus,9.499999999999998,0
4414,ab35fb84d1,beaconcha.in - Open source Eth2 blockchain explorer,23.75,0
4415,2bcf19c904,Democracy Earth Foundation,22.038385218600002,0
4416,1d8df7baf8,Coin Center is educating policy makers about public blockchains,9.499999999999998,0
4417,1d8df7baf8,Bankless,4.749999999999999,0
4418,1d8df7baf8,beaconcha.in - Open source Eth2 blockchain explorer,9.499999999999998,0
4419,1d8df7baf8,Nimbus,9.499999999999998,0
4420,1d8df7baf8,Ethereum on ARM,9.499999999999998,0
4421,1d8df7baf8,ArchiveNode.io - The Public Access Ethereum Archive Node,4.749999999999999,0
4422,1d8df7baf8,OpenEthereum (Ex-Parity client),9.499999999999998,0
4423,1d8df7baf8,"ethers.js - Complete, Simple and Tiny",9.499999999999998,0
4424,1d8df7baf8,Hardhat (formerly Buidler) by Nomic Labs,18.999999999999996,0
4425,ab35fb84d1,Ethereum on ARM,9.499999999999998,0
4426,ab35fb84d1,Ethereum for Farsi speaking population,9.499999999999998,0
4427,ab35fb84d1,DAppNode,9.499999999999998,0
4428,ab35fb84d1,Bankless,9.499999999999998,0
4429,1d8df7baf8,The Defiant,18.999999999999996,0
4430,1d8df7baf8,/r/ethstaker,4.749999999999999,0
4431,1d8df7baf8,Lighthouse: Ethereum 2.0 Client,9.499999999999998,0
4432,1d8df7baf8,DAppNode,4.749999999999999,0
4433,1d8df7baf8,The Ethereum 2.0 Annotated Specification,0.9499999999999998,0
4434,1d8df7baf8,Nethermind,4.749999999999999,0
4435,1d8df7baf8,Ethereum Staking Guides (Ubuntu),4.749999999999999,0
4436,1d8df7baf8,Rekt- The dark web of DeFi journalism,23.75,0
4437,1d8df7baf8,Prysm by Prysmatic Labs,9.499999999999998,0
4438,1d8df7baf8,The Daily Ape,0.9499999999999998,0
4439,1d8df7baf8,Prettier Solidity,0.9499999999999998,0
4440,3397af2ff2,Ethereum.cn,6.80435143624275,0
4441,8172321f8b,Geo Web,93.09999999999998,0
4442,e763f9e4a9,EthCC by Ethereum France (Panvala League),1.0468232978835001,0
4443,e763f9e4a9,Our Network - Community Driven Analytics,1.0468232978835001,0
4444,e763f9e4a9,DeFi LATAM,1.0468232978835001,0
4445,e763f9e4a9,ETH Memes Twitter,1.0468232978835001,0
4446,e763f9e4a9,Talking Crypto With Gabriel,1.0468232978835001,0
4447,e763f9e4a9,Zero Knowledge Podcast,1.0468232978835001,0
4448,e763f9e4a9,Ethereum Magicians,1.0468232978835001,0
4449,e763f9e4a9,TokenEngineering Academy – Education for Web3 Crypto Economic System Designers,1.0468232978835001,0
4450,e763f9e4a9,Cryptoouf: A blog about DeFI,1.0468232978835001,0
4451,e763f9e4a9,Chris Blec,1.0468232978835001,0
4452,b79ded07b3,WalletConnect,99.99999999999999,0
4453,ff734df6f7,BUIDL Honduras,0.9499999999999998,0
4454,6d8e66bd56,ETH2 Staking Guides by CoinCashew,0.9499999999999998,0
4455,6d8e66bd56,/r/ethstaker,0.9499999999999998,0
4456,6d8e66bd56,Ethereum Staking Guides (Ubuntu),0.9499999999999998,0
4457,6d8e66bd56,beaconcha.in - Open source Eth2 blockchain explorer,0.9499999999999998,0
4458,eff0cab4ee,Talking Crypto With Gabriel,5.5095963046500005,0
4459,0c0a9fde41,Nethermind,474.99999999999994,0
4460,0c0a9fde41,OpenEthereum (Ex-Parity client),949.9999999999999,0
4461,0c0a9fde41,Ethereum on ARM,95.0,0
4462,0c0a9fde41,EthHub - Ethereum Information Hub,190.0,0
4463,0c0a9fde41,Catnip,949.9999999999999,0
4464,0c0a9fde41,DeFi Dad DeFi Tutorials on YouTube and Twitter,95.0,0
4465,0c0a9fde41,ETH2 Staking Guides by CoinCashew,95.0,0
4466,0c0a9fde41,Week in Ethereum News,95.0,0
4467,0c0a9fde41,Hardhat (formerly Buidler) by Nomic Labs,1899.9999999999998,0
4468,0c0a9fde41,"ethers.js - Complete, Simple and Tiny",949.9999999999999,0
4469,0c0a9fde41,RadicalxChange Foundation,95.0,0
4470,0c0a9fde41,Lighthouse: Ethereum 2.0 Client,1899.9999999999998,0
4471,0c0a9fde41,Prysm by Prysmatic Labs,949.9999999999999,0
4472,0c0a9fde41,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,285.0,0
4473,0c0a9fde41,Zero Knowledge Podcast,190.0,0
4474,918e1bfc61,CryptoFees.info,9.499999999999998,0
4475,918e1bfc61,Ethereum Staking Guides (Ubuntu),9.499999999999998,0
4476,918e1bfc61,Lighthouse: Ethereum 2.0 Client,23.75,0
4477,918e1bfc61,Prysm by Prysmatic Labs,23.75,0
4478,918e1bfc61,The Daily Gwei by Anthony Sassano (sassal0x),4.749999999999999,0
4479,918e1bfc61,Coin Center is educating policy makers about public blockchains,114.0,0
4480,918e1bfc61,Week in Ethereum News,4.749999999999999,0
4481,918e1bfc61,WalletConnect,4.749999999999999,0
4482,918e1bfc61,Nethermind,4.749999999999999,0
4483,918e1bfc61,The Ethereum 2.0 Annotated Specification,4.749999999999999,0
4484,918e1bfc61,beaconcha.in - Open source Eth2 blockchain explorer,23.75,0
4485,918e1bfc61,Nimbus,4.749999999999999,0
4486,918e1bfc61,Lodestar -Ethereum 2.0 Client,4.749999999999999,0
4487,918e1bfc61,Snapshot,4.749999999999999,0
4488,918e1bfc61,DeFi Safety,4.749999999999999,0
4489,918e1bfc61,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.749999999999999,0
4490,918e1bfc61,DAppNode,4.749999999999999,0
4491,db1a987a62,Ethereum Staking Guides (Ubuntu),10.468232978835001,0
4492,db1a987a62,RadicalxChange Foundation,10.468232978835001,0
4493,db1a987a62,Prysm by Prysmatic Labs,10.468232978835001,0
4494,db1a987a62,KERNEL Block II [Panvala League],10.468232978835001,0
4495,230310c0b3,Shenanigan,2.6170582447087503,0
4496,0a30eb29ed,Nethermind,0.9499999999999998,0
4497,3f64f667e9,beaconcha.in - Open source Eth2 blockchain explorer,26.1705824470875,0
4498,3f64f667e9,Lighthouse: Ethereum 2.0 Client,52.341164894175,0
4499,3f64f667e9,Prysm by Prysmatic Labs,26.1705824470875,0
4500,3f64f667e9,/r/ethstaker,5.2341164894175005,0
4501,f850d4ecb3,APY.Vision,4.749999999999999,0
4502,f850d4ecb3,APY.Vision,4.749999999999999,0
4503,a925207c11,Coin Center is educating policy makers about public blockchains,0.9499999999999998,0
4504,ee7d4cf207,Zenbase,24.999999999999996,0
4505,c8eed572cb,Finematics - DeFi Education,4.2644275397991,0
4506,4f6f0ad881,"ethers.js - Complete, Simple and Tiny",0.9899999999999999,0
4507,4f6f0ad881,The Commons Stack: Iteration 0,0.9899999999999999,0
4508,4f6f0ad881,clr.fund,0.9899999999999999,0
4509,4f6f0ad881,DeepDAO - Discovery Engine  for the DAO Ecosystem,0.9899999999999999,0
4510,4f6f0ad881,CREAM: Confidential Reliable Ethereum Anonymous Mixer,0.9899999999999999,0
4511,4f6f0ad881,Buidl Guidl,0.9899999999999999,0
4512,4f6f0ad881,StablePay🙏🙏🏻,0.9899999999999999,0
4513,4f6f0ad881,DAOSquare,0.9899999999999999,0
4514,4f6f0ad881,Hardhat (formerly Buidler) by Nomic Labs,0.9899999999999999,0
4515,4f6f0ad881,Idena: The first Proof-of-Person blockchain,0.9899999999999999,0
4516,4f6f0ad881,Gelato - An automation protocol for Ethereum,0.9899999999999999,0
4517,4f6f0ad881,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),0.9899999999999999,0
4518,4f6f0ad881,BUIDL Honduras,0.9899999999999999,0
4519,8736785b93,Umbra:  Privacy Preserving Stealth Payments,4.749999999999999,0
4520,8736785b93,ZeroPool - Scaling anonymous transactions for Ethereum,4.749999999999999,0
4521,8736785b93,Lighthouse: Ethereum 2.0 Client,4.749999999999999,0
4522,8736785b93,Nimbus,4.749999999999999,0
4523,8736785b93,The MoonMath Manual to zk-SNARKs,4.749999999999999,0
4524,8736785b93,Lodestar -Ethereum 2.0 Client,4.749999999999999,0
4525,8736785b93,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.749999999999999,0
4526,8736785b93,Zero Knowledge Podcast,4.749999999999999,0
4527,8736785b93,Tornado.cash,4.749999999999999,0
4528,8736785b93,"Mask Network(Maskbook) - The Portal to the New, Open Internet.",4.749999999999999,0
4529,8736785b93,Nym,4.749999999999999,0
4530,8736785b93,beaconcha.in - Open source Eth2 blockchain explorer,4.749999999999999,0
4531,8736785b93,/r/ethstaker,4.749999999999999,0
4532,8736785b93,The Ethereum 2.0 Annotated Specification,4.749999999999999,0
4533,8736785b93,Ethereum Staking Guides (Ubuntu),4.749999999999999,0
4534,8736785b93,Prysm by Prysmatic Labs,4.749999999999999,0
4535,8736785b93,DAppNode,4.749999999999999,0
4536,ff734df6f7,Rekt- The dark web of DeFi journalism,4.749999999999999,0
4537,ff734df6f7,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.749999999999999,0
4538,ff734df6f7,Colorwav,4.749999999999999,0
4539,ff734df6f7,Our Bible,9.499999999999998,0
4540,ff734df6f7,StayBit,9.499999999999998,0
4541,ff734df6f7,OrganicBlock - Redefining Urban Farming!,4.749999999999999,0
4542,ff734df6f7,LUKSO: The Blockchain For New Digital Lifestyle,4.749999999999999,0
4543,ff734df6f7,Democracy Earth Foundation,4.749999999999999,0
4544,ff734df6f7,Web3API,1.9,0
4545,ff734df6f7,Catnip,4.749999999999999,0
4546,ff734df6f7,BeyondNFT,1.9,0
4547,ff734df6f7,Developing the Certified Ethereum Professional Exam & Certification (non-profit),4.749999999999999,0
4548,ff734df6f7,Cryptoouf: A blog about DeFI,4.749999999999999,0
4549,950e123547,Women Of Crypto Art,515.4817700725,0
4550,b6a74ef78b,BeyondNFT,4.749999999999999,0
4551,b6a74ef78b,The Commons Stack: Iteration 0,7.6,0
4552,6d5ed6b5fc,Gallerist by Collectorshub,4.749999999999999,0
4553,23259283ac,Giveth 2.0,0.95,0
4554,23259283ac,Week in Ethereum News,0.95,0
4555,23259283ac,RadicalxChange Foundation,4.749999999999999,0
4556,23259283ac,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.95,0
4557,23259283ac,Commons Simulator: Reverse the Apocalypse with Economies that Fund Public Goods ,0.95,0
4558,23259283ac,DAppNode,0.95,0
4559,23259283ac,Our Network - Community Driven Analytics,0.95,0
4560,23259283ac,The Defiant,0.95,0
4561,23259283ac,Vocdoni - Decentralized anonymous voting,0.95,0
4562,23259283ac,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.95,0
4563,23259283ac,POAP (Proof of Attendance Protocol),0.95,0
4564,23259283ac,beaconcha.in - Open source Eth2 blockchain explorer,0.95,0
4565,23259283ac,Snapshot,0.95,0
4566,23259283ac,The Daily Gwei by Anthony Sassano (sassal0x),0.95,0
4567,23259283ac,The Commons Stack: Iteration 0,0.95,0
4568,23259283ac,EthHub - Ethereum Information Hub,0.95,0
4569,23259283ac,Democracy Earth Foundation,4.749999999999999,0
4570,23259283ac,cadCAD: Computer Aided Design for Complex Systems,0.95,0
4571,23259283ac,Ethereum Magicians,0.95,0
4572,23259283ac,DeepDAO - Discovery Engine  for the DAO Ecosystem,0.95,0
4573,23259283ac,Commons Stack Community Fund - Panvala League,0.95,0
4574,23259283ac,Zapper.fi,0.95,0
4575,23259283ac,Bankless,0.95,0
4576,1c4c9526a5,DAppNode,19.8,0
4577,8b42d9c310,EtherDrops,0.48835115059499995,0
4578,1c4c9526a5,Week in Ethereum News,9.9,0
4579,8b42d9c310,EtherDrops,5.154817700724999,0
4580,1c4c9526a5,"Locha Mesh: private txs, censorship-resistant dApps, and IPFS over a resilient long-range radio mesh network",19.8,0
4581,1d152f403b,Snapshot,1.030963540145,0
4582,074dcea2d7,Snapshot,2.5774088503624997,0
4583,c5b0aba9bd,OpenEthereum (Ex-Parity client),1.0825117171522498,0
4584,e662c42ae4,Week in Ethereum News,9.7,0
4585,e662c42ae4,WalletConnect,9.7,0
4586,e662c42ae4,hardhat-deploy,4.85,0
4587,e662c42ae4,Zero Knowledge Podcast,9.7,0
4588,e662c42ae4,Shanghai Advanced Tech Seminar,9.7,0
4589,e662c42ae4,Snapshot,9.7,0
4590,e662c42ae4,Gwei.cz - CZ/SK DeFi/Ethereum Community,9.7,0
4591,e662c42ae4,Hardhat (formerly Buidler) by Nomic Labs,4.85,0
4592,1c4c9526a5,Tornado.cash,9.9,0
4593,63e48836aa,BeyondNFT,2.85,0
4594,7b4d56b645,The Commons Stack: Iteration 0,1.5464453102175,0
4595,63e48836aa,BeyondNFT,2.85,0
4596,1c4c9526a5,Ethereum on ARM,19.8,0
4597,63e48836aa,BeyondNFT,3.6387858149417776,0
4598,b323295d2d,Women Of Crypto Art,4.749999999999999,0
4599,869247f43f,EU Crypto Initiative - educating policy makers on decentralization,28.5,0
4600,ff734df6f7,NFTfi,4.749999999999999,0
4601,ff734df6f7,Geo Web,4.749999999999999,0
4602,ff734df6f7,LockEth,9.499999999999998,0
4603,ff734df6f7,Web3Bridge,4.749999999999999,0
4604,ff734df6f7,Ethify,4.749999999999999,0
4605,ff734df6f7,Certy - Certify Original Digital Content on Ethereum Blockchain,11.4,0
4606,ff734df6f7,A Hitchhiker's Guide to Token Engineering,4.749999999999999,0
4607,ff734df6f7,ETH2 Staking Guides by CoinCashew,1.9,0
4608,ff734df6f7,RadicalxChange Foundation,4.749999999999999,0
4609,ff734df6f7,Keep3r.live,1.9,0
4610,ff734df6f7,"Trickle - Your Hourly Pay, Cryptographically Secured",4.749999999999999,0
4611,ff734df6f7,DAOSquare,1.9,0
4612,ff734df6f7,Strain NFT,4.749999999999999,0
4613,ff734df6f7,TrueBlocks,1.9,0
4614,04ae4676ba,Prysm by Prysmatic Labs,4.749999999999999,0
4615,04ae4676ba,Nethermind,4.749999999999999,0
4616,04ae4676ba,EthCC by Ethereum France (Panvala League),4.749999999999999,0
4617,04ae4676ba,Ethereum Magicians,4.749999999999999,0
4618,04ae4676ba,cadCAD: Computer Aided Design for Complex Systems,4.749999999999999,0
4619,04ae4676ba,TokenEngineering Academy – Education for Web3 Crypto Economic System Designers,4.749999999999999,0
4620,04ae4676ba,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.749999999999999,0
4621,04ae4676ba,beaconcha.in - Open source Eth2 blockchain explorer,4.749999999999999,0
4622,04ae4676ba,OpenEthereum (Ex-Parity client),4.749999999999999,0
4623,04ae4676ba,Ethereum Staking Guides (Ubuntu),4.749999999999999,0
4624,04ae4676ba,Ethereum on ARM,4.749999999999999,0
4625,04ae4676ba,Grassroots Economics CIC Support - Kenya & Beyond,4.749999999999999,0
4626,04ae4676ba,Lighthouse: Ethereum 2.0 Client,4.749999999999999,0
4627,04ae4676ba,Nimbus,4.749999999999999,0
4628,04ae4676ba,DAppNode,4.749999999999999,0
4629,04ae4676ba,The Ethereum 2.0 Annotated Specification,4.749999999999999,0
4630,04ae4676ba,/r/ethstaker,4.749999999999999,0
4631,514d93afe4,Coin Center is educating policy makers about public blockchains,1.030963540145,0
4632,514d93afe4,Bankless,1.030963540145,0
4633,ff734df6f7,Web 3.0 Arabic,10.2065390474355,0
4634,0bf801810f,B4H Awards 2020,10.0,0
4635,06653b940d,Ethereum on ARM,1.0825117171522498,0
4636,1f1f84c133,OpenEthereum (Ex-Parity client),1.0825117171522498,0
4637,0a87b1cee9,Ethereum Staking Guides (Ubuntu),1.0,0
4638,0a87b1cee9,Lighthouse: Ethereum 2.0 Client,1.0,0
4639,0a87b1cee9,beaconcha.in - Open source Eth2 blockchain explorer,1.0,0
4640,0a87b1cee9,Prysm by Prysmatic Labs,1.0,0
4641,0a87b1cee9,Nimbus,1.0,0
4642,d19e4a11b7,Week in Ethereum News,0.95,0
4643,d19e4a11b7,Lighthouse: Ethereum 2.0 Client,0.95,0
4644,d19e4a11b7,POAP (Proof of Attendance Protocol),0.95,0
4645,d19e4a11b7,ETH2 Staking Guides by CoinCashew,0.95,0
4646,d19e4a11b7,Ethereum Staking Guides (Ubuntu),0.95,0
4647,d19e4a11b7,beaconcha.in - Open source Eth2 blockchain explorer,0.95,0
4648,d19e4a11b7,/r/ethstaker,0.95,0
4649,089cf71dd7,beaconcha.in - Open source Eth2 blockchain explorer,0.9437948936117526,0
4650,089cf71dd7,EthHub - Ethereum Information Hub,0.9437948936117526,0
4651,089cf71dd7,Week in Ethereum News,0.9437948936117526,0
4652,089cf71dd7,DAppNode,0.9437948936117526,0
4653,089cf71dd7,Nethermind,0.9437948936117526,0
4654,089cf71dd7,Zero Knowledge Podcast,0.9437948936117526,0
4655,089cf71dd7,R&D in Rent-Free Public Financial Utilities,0.9437948936117526,0
4656,089cf71dd7,/r/ethstaker,0.9437948936117526,0
4657,089cf71dd7,POAP (Proof of Attendance Protocol),0.9437948936117526,0
4658,089cf71dd7,Nimbus,0.9437948936117526,0
4659,089cf71dd7,Lodestar -Ethereum 2.0 Client,0.9437948936117526,0
4660,089cf71dd7,Lighthouse: Ethereum 2.0 Client,0.9437948936117526,0
4661,089cf71dd7,Prysm by Prysmatic Labs,0.9437948936117526,0
4662,089cf71dd7,The Ethereum 2.0 Annotated Specification,0.9437948936117526,0
4663,089cf71dd7,ETH Memes Twitter,0.9437948936117526,0
4664,089cf71dd7,Ethereum Staking Guides (Ubuntu),0.9437948936117526,0
4665,089cf71dd7,OpenEthereum (Ex-Parity client),0.9437948936117526,0
4666,089cf71dd7,Ethereum on ARM,0.9437948936117526,0
4667,089cf71dd7,"ethers.js - Complete, Simple and Tiny",0.9437948936117526,0
4668,5c5d947987,beaconcha.in - Open source Eth2 blockchain explorer,9.5,0
4669,3718406fc0,Prysm by Prysmatic Labs,0.9500000000000001,0
4670,3718406fc0,Hardhat (formerly Buidler) by Nomic Labs,0.9500000000000001,0
4671,3718406fc0,Prettier Solidity,0.9500000000000001,0
4672,3718406fc0,solt - The Solidity Tool,0.9500000000000001,0
4673,3718406fc0,clr.fund,0.9500000000000001,0
4674,3718406fc0,WhalerDAO,0.9500000000000001,0
4675,3718406fc0,Bankless,0.9500000000000001,0
4676,3718406fc0,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.9500000000000001,0
4677,3718406fc0,Web3API,0.9500000000000001,0
4678,3718406fc0,Vyper.fun | CryptoZombies+Ethernaut for Vyper,0.9500000000000001,0
4679,3718406fc0,hardhat-deploy,0.9500000000000001,0
4680,3718406fc0,DeFi Safety,0.9500000000000001,0
4681,5092c67ccd,Rotki - The portfolio tracker and accounting tool that protects your privacy,109.281503069,0
4682,5092c67ccd,Lighthouse: Ethereum 2.0 Client,27.32037576725,0
4683,632e2ab3ca,ETH Colombia community growth 🇨🇴,27.32037576725,0
4684,3a34841d7c,Coin Center is educating policy makers about public blockchains,259.543569788875,0
4685,3a34841d7c,DAppNode,259.543569788875,0
4686,3a34841d7c,The Daily Gwei by Anthony Sassano (sassal0x),103.81742791555,0
4687,3a34841d7c,DeFi Dad DeFi Tutorials on YouTube and Twitter,51.908713957775,0
4688,4df1c381aa,Hardhat (formerly Buidler) by Nomic Labs,0.9500000000000001,0
4689,4df1c381aa,OpenEthereum (Ex-Parity client),0.9500000000000001,0
4690,4df1c381aa,RadicalxChange Foundation,0.9500000000000001,0
4691,4df1c381aa,Commons Simulator: Reverse the Apocalypse with Economies that Fund Public Goods ,0.9500000000000001,0
4692,4df1c381aa,cadCAD: Computer Aided Design for Complex Systems,0.9500000000000001,0
4693,4df1c381aa,Lighthouse: Ethereum 2.0 Client,0.9500000000000001,0
4694,4df1c381aa,DAppNode,0.9500000000000001,0
4695,4df1c381aa,Circles UBI,0.9500000000000001,0
4696,4df1c381aa,WalletConnect,0.9500000000000001,0
4697,4df1c381aa,beaconcha.in - Open source Eth2 blockchain explorer,0.9500000000000001,0
4698,4df1c381aa,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.9500000000000001,0
4699,ff734df6f7,T3RN,14.25,0
4700,ff734df6f7,"Trickle - Your Hourly Pay, Cryptographically Secured",4.75,0
4701,ff734df6f7,Our Bible,1.9000000000000001,0
4702,ff734df6f7,Zero Knowledge Podcast,4.75,0
4703,ff734df6f7,EthHub - Ethereum Information Hub,4.75,0
4704,ff734df6f7,DAOSquare,0.9500000000000001,0
4705,ff734df6f7,Learn Crypto! Decentralize Awareness (by Usecripto),1.9000000000000001,0
4706,ff734df6f7,@PaulRBerg Open-Source Engineering,4.75,0
4707,ff734df6f7,StayBit,1.9000000000000001,0
